acc	organism	database_source	llps_roles	mlos	idrs	lcrs	llps_regions	pfam_domains
A0A1P8BD18	Arabidopsis thaliana	cdcode,drllps	client	nucleolus	12-136,233-259	53-107,118-145		AATF-Che1 (x1),TRAUB (x1)
A0A1P8BG25	Arabidopsis thaliana	cdcode,drllps	client	nucleolus	16-35	25-46,150-161,498-506,610-627		Glyco_hydro_3 (x1),Glyco_hydro_3_C (x1)
A0A1P8BGF0	Arabidopsis thaliana	cdcode,drllps	client	nucleolus	41-103,121-186	118-138,148-171		RRP7 (x1)
A0A1S6GWH5	Mus musculus	cdcode	client	mast_cell_extracellular_granules_(mcegs)				
A0A1T5HUI7	Caenorhabditis elegans	phasepdb	client	z_granule				
A0A1T5HUK9	Caenorhabditis elegans	phasepdb	client	p_granule				
A0A1U9W1B7	Tomato yellow mottle-associated virus	cdcode,phasepdb	driver,client	inclusion_body,stress_granule				
A0A1U9W1C6	Tomato yellow mottle-associated virus	cdcode,phasepdb	driver,client	inclusion_body				
A0A1W2P7L5	Mus musculus	cdcode	client	mast_cell_extracellular_granules_(mcegs)				
A0A1W2P8E1	Mus musculus	cdcode	client	mast_cell_extracellular_granules_(mcegs)				
A0A1W5T566	Escherichia coli	phasepdb	driver	na				
A0A219I0W9	Arabidopsis thaliana	cdcode,drllps	client	nucleolus		30-39,83-95,221-243,281-300,377-391		TPT (x1)
A0A220NKL4	Eimeria tenella	cdcode	client	refractile_body				
A0A286NGJ8	Homo sapiens	phasepdb	driver	na				
A0A287B5D7	Sus scrofa	cdcode,drllps	client	nucleolus	84-111	92-109		ubiquitin (x1),Ribosomal_S30 (x1)
A0A290MSE1	Caulobacter vibrioides	phasepdb	driver	br_bodies				
A0A290MWV4	Caulobacter vibrioides	phasepdb	driver	na				
A0A290MZ23	Caulobacter vibrioides	phasepdb	driver	na				
A0A2C9C2W9	Caenorhabditis elegans	phasepdb	client	p_granule				
A0A2H1ZEE9	Arabidopsis thaliana	cdcode,drllps	client	nucleolus	1-33,128-299	8-32,139-191,222-273		RRM_1 (x1)
A0A2H4FYY8	Homo sapiens	phasepdb	driver	na				
A0A2H4H6B8	Bovine orthopneumovirus	phasepdb	driver	inclusion_body				
A0A2K3CV27	Chlamydomonas reinhardtii	cdcode,drllps	client	pyrenoid,pyrenoid_matrix	1469-1496,1513-1812	227-245,671-691,920-940,1488-1501,1513-1747,1763-1790		RNA_pol_Rpb1_7 (x1),RNA_pol_Rpb1_1 (x1),RNA_pol_Rpb1_R (x20),RNA_pol_Rpb1_2 (x1),RNA_pol_Rpb1_3 (x1),RNA_pol_Rpb1_4 (x1),RNA_pol_Rpb1_5 (x1),RNA_pol_Rpb1_6 (x1)
A0A2K3D5H4	Chlamydomonas reinhardtii	cdcode,drllps	client	pyrenoid,pyrenoid_matrix		4-27		PSI_PSAK (x1)
A0A2K3DA85	Chlamydomonas reinhardtii	cdcode,llpsdb	driver,client	synthetic_condensate_000138,synthetic_condensate_000145,synthetic_condensate_000152,synthetic_condensate_000154,synthetic_condensate_000159,synthetic_condensate_000160,synthetic_condensate_000171	26-317	13-26,76-111,134-171,194-232,253-288		
A0A2K3DML6	Chlamydomonas reinhardtii	cdcode,drllps	client	pyrenoid,pyrenoid_matrix		17-31		GTP_EFTU_D2 (x1),GTP_EFTU_D3 (x1),GTP_EFTU (x1)
A0A2K3DN68	Chlamydomonas reinhardtii	cdcode,drllps	client	pyrenoid,pyrenoid_matrix	1-55,72-93,585-618,660-717,746-770	5-25,122-140,301-310,359-392,463-479,492-527,543-579,587-641,643-797,803-865,870-889		NAD_binding_10 (x1)
A0A2K3DQI7	Chlamydomonas reinhardtii	cdcode,drllps	client	pyrenoid,pyrenoid_matrix		145-156		Aldo_ket_red (x1)
A0A2K3E6Y0	Chlamydomonas reinhardtii	cdcode,drllps	client	pyrenoid,pyrenoid_matrix		124-143,146-166		Glucosamine_iso (x1)
A0A2K3E7A5	Chlamydomonas reinhardtii	cdcode,drllps	client	pyrenoid,pyrenoid_matrix	474-553	2-19,236-247,341-350,416-503,506-533,536-589		RRM_1 (x4),PABP (x1)
A0A2K5ATT8	Caenorhabditis elegans	phasepdb	client	p_granule				
A0A2K5ATU5	Caenorhabditis elegans	phasepdb	client	p_granule				
A0A2R8Q4R6	Danio rerio	phasepdb	driver	transcriptional_condensate				
A0A2R8Q6F6	Danio rerio	phasepdb	client	balbiani_body				
A0A2R8Q8E9	Danio rerio	phasepdb	client	balbiani_body				
A0A2R8QD37	Danio rerio	cdcode,drllps	client,regulator	balbiani_body	178-205,218-242	225-239,350-363,605-613		
A0A2R8RL46	Danio rerio	phasepdb	client	balbiani_body				
A0A2R8VHP3	Mus musculus	cdcode	client	mast_cell_extracellular_granules_(mcegs)				
A0A2R8VKG2	Mus musculus	cdcode,drllps	client	postsynaptic_density	102-180,195-229,273-304,394-460,467-486,574-638,840-876,986-1019,1508-1596,1715-1796,1906-1928,2019-2070	2-15,160-182,192-217,314-326,577-585,662-671,890-899,902-914,918-937,1268-1279,1428-1457,1532-1543,1881-1902,2016-2036,2045-2057		DUF3827 (x1)
A0A2R8YDH4	Homo sapiens	cdcode,drllps	client	postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities	281-435,537-635,1049-1209,1234-1319	52-64,311-335,361-373,407-434,526-539,552-561,1116-1128,1189-1199		PDZ (x3),SH3_2 (x1),Guanylate_kin (x1)
A0A2R9YJN8	Danio rerio	phasepdb	driver	nucleolus				
A0A2S0NLP0	Ctenopharyngodon idella	cdcode	client	gcrv_viroplasm				
A0A2U8QNT7	Artemia franciscana	phasepdb	driver	stress_granule			1-257_phasepdb	SMP (x2)
A0A2X0SYS9	Mus musculus	cdcode	client	mast_cell_extracellular_granules_(mcegs)				
A0A2Z5T4U1	Citrus vein enation virus	phasepdb	driver	na				
A0A338P6X5	Mus musculus	cdcode	client	mast_cell_extracellular_granules_(mcegs)				
A0A338P731	Mus musculus	cdcode	client	mast_cell_extracellular_granules_(mcegs)				
A0A3B1E657	Caenorhabditis elegans	phasepdb	client	p_granule				
A0A3B2W7S7	Mus musculus	cdcode	client	mast_cell_extracellular_granules_(mcegs)				
A0A3B2W864	Mus musculus	cdcode,drllps	client	postsynaptic_density	94-144	98-116,168-178,272-284		NUDIX (x1),S10_plectin (x1)
A0A3B3ITZ1	Homo sapiens	cdcode,drllps	client	nucleolus	32-199,302-539,628-657,695-756,790-929	42-81,116-127,136-167,252-266,352-380,410-431,459-485,582-598,797-833,840-863,896-905,910-927		zf-CXXC (x1)
A0A3G1DN32	Rotavirus A	phasepdb	driver	viroplasm				
A0A3L6KVB1	Trypanosoma brucei equiperdum	phasepdb	driver	na				
A0A3L6L1M3	Trypanosoma brucei equiperdum	phasepdb	driver	nucleolus				
A0A3P6PAV3	Caenorhabditis elegans	phasepdb	client	p_granule				
A0A3Q4EHJ0	Mus musculus	cdcode	client	mast_cell_extracellular_granules_(mcegs)				
A0A3Q7HSV3	Solanum lycopersicum	phasepdb	driver	transcriptional_condensate				
A0A3Q7I916	Solanum lycopersicum	cdcode	client	transcriptional_condensate	17-61,173-208	16-58,112-127,190-208	1-208_phasepdb	DUF640 (x1)
A0A3Q9VF17	Nicotiana benthamiana	phasepdb	driver	vro_associated_condensate				
A0A486WUJ5	Caenorhabditis elegans	phasepdb	client	p_granule				
A0A494B923	Mus musculus	cdcode	client	mast_cell_extracellular_granules_(mcegs)				
A0A494B982	Mus musculus	cdcode	client	mast_cell_extracellular_granules_(mcegs)				
A0A494BA97	Mus musculus	cdcode	client	mast_cell_extracellular_granules_(mcegs)				
A0A4P9CZP9	Triticum aestivum	phasepdb	driver	nuclear_speckle				
A0A4V0IKA6	Caenorhabditis elegans	phasepdb	client	p_granule				
A0A4V0INT8	Caenorhabditis elegans	phasepdb	client	p_granule				
A0A4X1U7Y6	Sus scrofa	cdcode	client	nucleolus				
A0A546Y904	Rhizobium radiobacter	cdcode	client	br_body				
A0A571BF54	Mus musculus	cdcode	client	mast_cell_extracellular_granules_(mcegs)				
A0A654EPD5	Arabidopsis thaliana	cdcode	client	p_body,stress_granule				
A0A6H0ME53	Human immunodeficiency virus 1	llpsdb	driver	na	717-739	136-153,514-525,682-703,722-742		GP120 (x1),GP41 (x1)
A0A6H1QTB0	Grass carp reovirus	cdcode	client	gcrv_viroplasm				
A0A6I8SCP2	Xenopus tropicalis	phasepdb	driver	na				
A0A7D9NKX0	Xenopus tropicalis	cdcode	client	nuclear_pore_complex				
A0A7I9BV08	Saccharomyces cerevisiae	llpsdb	driver	na	1-39,64-117,158-211,250-577,628-825,849-872,902-952,985-1071,1109-1128	72-82,183-203,463-479,851-869,996-1010,1022-1042		
A0A7J6JSR9	Toxoplasma gondii	cdcode	client	stress_granule				
A0A7J6JZA8	Toxoplasma gondii	cdcode	client	stress_granule				
A0A7J6JZB5	Toxoplasma gondii	cdcode	client	stress_granule				
A0A7J6K069	Toxoplasma gondii	cdcode	client	stress_granule				
A0A7J6K3E8	Toxoplasma gondii	cdcode	client	stress_granule				
A0A7J6K4N3	Toxoplasma gondii	cdcode	client	stress_granule				
A0A7J6K5K9	Toxoplasma gondii	cdcode	client	stress_granule				
A0A7J6K728	Toxoplasma gondii	cdcode	client	stress_granule				
A0A7J6K9T3	Toxoplasma gondii	cdcode	client	stress_granule				
A0A7J6KBZ7	Toxoplasma gondii	cdcode	client	stress_granule				
A0A7J6KD16	Toxoplasma gondii	cdcode	client	stress_granule				
A0A7J6KD78	Toxoplasma gondii	cdcode	client	stress_granule				
A0A7J6KDS2	Toxoplasma gondii	cdcode	client	stress_granule				
A0A7J6KGH8	Toxoplasma gondii	cdcode	client	stress_granule				
A0A7M4CIF6	Xenopus laevis	phasepdb	driver	l_body				
A0A7N9VR94	Mus musculus	cdcode	client	mast_cell_extracellular_granules_(mcegs)				
A0A7S5B0Z5	Ctenopharyngodon idella	cdcode	client	gcrv_viroplasm				
A0A7Y4IHA3	Myxococcus xanthus	phasepdb	driver	na				
A0A854QGF5	Cryptococcus neoformans var. grubii Tu259-1	phasepdb	driver	heterochromatin				
A0A8C0MIV5	Canis lupus familiaris	phasepdb	driver	na				
A0A8I5ZTA3	Rattus norvegicus	cdcode,phasepdb	driver,client	sec_body				
A0A8I5ZUZ7	Rattus norvegicus	cdcode	client	cajal_body				
A0A8I6ATU9	Rattus norvegicus	phasepdb	driver	na				
A0A8I6GLU8	Rattus norvegicus	phasepdb	driver	rnp_granules				
A0A8J0QCR2	Xenopus laevis	phasepdb	client	l_body				
A0A8J0SZI4	Xenopus laevis	phasepdb	client	l_body				
A0A8J0T993	Xenopus laevis	phasepdb	driver	na				
A0A8J0TF02	Xenopus laevis	phasepdb	client	l_body				
A0A8J0TV93	Xenopus laevis	phasepdb	driver	l_body				
A0A8J0UBN5	Xenopus laevis	phasepdb	client	l_body				
A0A8J0UF42	Xenopus laevis	phasepdb	client	l_body				
A0A8J0UNT3	Xenopus laevis	phasepdb	client	l_body				
A0A8J0V2D3	Xenopus laevis	phasepdb	driver	na				
A0A8J1L5Q7	Xenopus laevis	phasepdb	client	l_body				
A0A8J1M527	Xenopus laevis	phasepdb	driver	na				
A0A8J1M5G2	Xenopus laevis	phasepdb	client	l_body				
A0A8J1MNV6	Xenopus laevis	phasepdb	driver	na				
A0A8J9X6Y3	Phaeodactylum tricornutum	phasepdb	driver	na				
A0A8M1N6S0	Danio rerio	phasepdb	client	balbiani_body				
A0A8M1NCQ8	Danio rerio	phasepdb	client	balbiani_body				
A0A8M1NZJ3	Danio rerio	phasepdb	client	balbiani_body				
A0A8M1P3F9	Danio rerio	phasepdb	client	balbiani_body				
A0A8M1P6F7	Danio rerio	phasepdb	client	balbiani_body				
A0A8M1P6M4	Danio rerio	phasepdb	driver	balbiani_body				
A0A8M1RP83	Danio rerio	phasepdb	client	balbiani_body				
A0A8M1RQR9	Danio rerio	phasepdb	client	balbiani_body				
A0A8M2	Xenopus laevis	cdcode,phasepdb	client	l_body,mitochondrial_cloud				
A0A8M2B1S0	Danio rerio	phasepdb	client	balbiani_body				
A0A8M2B5X3	Danio rerio	phasepdb	client	balbiani_body				
A0A8M2B6V1	Danio rerio	phasepdb	client	balbiani_body				
A0A8M2BAP6	Danio rerio	phasepdb	client	balbiani_body				
A0A8M2BE85	Danio rerio	phasepdb	client	balbiani_body				
A0A8M2BG36	Danio rerio	phasepdb	driver	na				
A0A8M2BHF1	Danio rerio	phasepdb	client	balbiani_body				
A0A8M2BHQ8	Danio rerio	phasepdb	driver	na				
A0A8M3ANR9	Danio rerio	phasepdb	client	balbiani_body				
A0A8M3AP85	Danio rerio	phasepdb	driver	na				
A0A8M3B2Y9	Danio rerio	phasepdb	client	balbiani_body				
A0A8M6Z319	Danio rerio	phasepdb	client	balbiani_body				
A0A8M6Z3G7	Danio rerio	phasepdb	driver	balbiani_body				
A0A8M9P6D7	Danio rerio	phasepdb	client	balbiani_body				
A0A8M9PAR4	Danio rerio	phasepdb	client	balbiani_body				
A0A8M9PD17	Danio rerio	phasepdb	client	balbiani_body				
A0A8M9PSZ1	Danio rerio	phasepdb	client	balbiani_body				
A0A8M9Q1B8	Danio rerio	phasepdb	driver	rbm14_maternal_mrna_condensate				
A0A8M9Q2Y2	Danio rerio	phasepdb	client	balbiani_body				
A0A8M9Q954	Danio rerio	phasepdb	client	balbiani_body				
A0A8M9QAJ1	Danio rerio	phasepdb	client	balbiani_body				
A0A8M9QC75	Danio rerio	phasepdb	client	balbiani_body				
A0A8M9QFQ9	Danio rerio	phasepdb	client	balbiani_body				
A0A8N7USV6	Danio rerio	phasepdb	client	balbiani_body				
A0A8V0Z3J5	Gallus gallus	phasepdb	driver	balbiani_body				
A0A8V0ZZD0	Gallus gallus	phasepdb	driver	na				
A0A8W4FC34	Sus scrofa	cdcode	client	nucleolus				
A0AAA9SLR3	Bos taurus	phasepdb	driver	inclusion_body				
A0AAU7YSI3	Eremothecium sp	phasepdb	driver	na				
A0AAX6QHL1	Heterocephalus glaber	cdcode	client	nuclear_speckle				
A0AB32T9A2	Danio rerio	phasepdb	client	balbiani_body				
A0AB32TCI3	Danio rerio	phasepdb	client	balbiani_body				
A0AB32TN67	Danio rerio	phasepdb	client	balbiani_body				
A0AB32TQ06	Danio rerio	phasepdb	client	balbiani_body				
A0AB32TRZ9	Danio rerio	phasepdb	driver	na				
A0AB32TZC0	Danio rerio	phasepdb	client	balbiani_body				
A0AUP8	Danio rerio	phasepdb	client	balbiani_body				
A0AUS4	Xenopus laevis	cdcode	client	mitochondrial_cloud				
A0AUT2	Xenopus laevis	cdcode	client	mitochondrial_cloud				
A0AUU3	Xenopus laevis	cdcode	client	mitochondrial_cloud				
A0AV96	Homo sapiens	cdcode,drllps,phasepdb	client	p_body,stress_granule	1-25	1-20,56-67,330-340,375-396,486-508,545-554,559-572		RRM_1 (x3)
A0AVK6	Homo sapiens	phasepdb	client	nucleolus	38-58,408-432,532-616,771-800			E2F_TDP (x2)
A0FGR8	Homo sapiens	cdcode,drllps,phasepdb	client	nucleolus,postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities,stress_granule	1-103,660-754	82-98,121-148,153-179,691-706		SMP_LBD (x1),C2 (x3)
A0FGR9	Homo sapiens	cdcode,drllps	client	nucleolus	1-21,613-673	48-73,418-428,635-659,721-734		SMP_LBD (x1),C2 (x3)
A0JLT2	Homo sapiens	phasepdb	driver	na	1-56,171-244	14-18,24-55,172-180,199-222,234-242		Med19 (x1)
A0JN82	Bos taurus	cdcode,drllps	client	nucleolus	73-94			Sorb (x1)
A0JQ00	Arabidopsis thaliana	cdcode,drllps	client	nucleolus	39-61	43-60		
A0MFS5	Arabidopsis thaliana	cdcode	client	chloroplast_stress_granule				
A0MWC1	Danio rerio	phasepdb	driver	transcriptional_condensate				
A0MZ66	Homo sapiens	cdcode,drllps,phasepdb	client	p62_cluster,postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities	343-511,524-566,579-631	17-51,144-185,262-369,532-544		
A0PJW6	Homo sapiens	phasepdb	client	stress_granule		60-76,97-115		
A0PK00	Homo sapiens	phasepdb	client	nucleolus		5-25,101-119		TMPIT (x1)
A0QSY1	Mycobacterium smegmatis	cdcode,llpsdb,phasepdb,phasepro	driver,client	abc_transporter_condensate,intracellular_non_membrane_bounded_organelle	99-236	136-158,208-236,248-259,461-473,602-615,777-787	1-340_phasepro,1-340_phasepdb	FHA (x2),ABC_tran (x1),ABC2_membrane (x1)
A0SIX7	Toxoplasma gondii	cdcode	client	stress_granule				
A1A4H6	Bos taurus	cdcode,drllps	client	nucleolus	1-48,88-148,685-765	20-31,100-149,159-169,228-242,519-531,585-605,625-632,642-663,680-695		DEAD (x1),Helicase_C (x1)
A1A4T2	Mus musculus	cdcode	client	mast_cell_extracellular_granules_(mcegs)				
A1A638	Xenopus laevis	cdcode	client	mitochondrial_cloud				
A1A6K6	Arabidopsis thaliana	cdcode,drllps	client	nucleolus	1-54,68-92,214-233	8-19,66-90		RRM_1 (x1)
A1A6M1	Arabidopsis thaliana	cdcode	client	chloroplast_stress_granule				
A1KXE4	Homo sapiens	cdcode,drllps,phasepdb	client	stress_granule		128-139,143-160,163-179		TCRP1 (x2)
A1KZ92	Homo sapiens	cdcode,drllps,phasepdb	client	stress_granule		71-84,100-106,783-794,1128-1139,1369-1396		LRR_8 (x2),VWC (x1),I-set (x3),An_peroxidase (x1)
A1L020	Homo sapiens	cdcode,drllps,phasepdb	driver,client	p_body,stress_granule	49-111,412-461	14-24,37-51,53-110,227-241,357-376,405-418,455-467		KH_1 (x2)
A1L162	Homo sapiens	phasepdb	client	nucleolus	29-66,116-156	41-56,124-156		
A1L190	Homo sapiens	phasepdb	client	nucleolus		11-38		Synaptonemal_3 (x1)
A1L2F4	Danio rerio	phasepdb	client	balbiani_body				
A1L2Q5	Xenopus laevis	cdcode	client	mitochondrial_cloud				
A1L2Q6	Xenopus laevis	cdcode	client	mitochondrial_cloud				
A1L2S9	Xenopus laevis	cdcode	client	mitochondrial_cloud				
A1L2T4	Xenopus laevis	cdcode	client	mitochondrial_cloud				
A1L3J7	Xenopus laevis	cdcode	client	mitochondrial_cloud				
A1L3N1	Xenopus laevis	cdcode,phasepdb	client	balbiani_body,mitochondrial_cloud				2-Hacid_dh_C (x1),2-Hacid_dh (x1)
A1L3X0	Homo sapiens	cdcode,drllps	client	nucleolus		247-256		ELO (x1)
A1X283	Homo sapiens	phasepdb	client	nucleolus	275-366,458-834	279-296,533-551,644-655,751-774		SH3_1 (x3),PX (x1),SH3_2 (x1)
A1XG22	Bos taurus	cdcode	client	inclusion_body				
A1YK02	Drosophila melanogaster	cdcode,drllps	client	centrosome,centrosome/spindle_pole_body		645-659		Nucleopor_Nup85 (x1)
A1YSB4	Chlamydomonas reinhardtii	cdcode,drllps	client	pyrenoid,pyrenoid_matrix		134-147,180-199,347-360		DUF3493 (x1)
A1Z1Q3	Homo sapiens	phasepdb	client	nucleolus	243-425	6-20,95-100,238-260,264-277		Macro (x1)
A1Z651	Xenotropic MuLV-related virus	llpsdb	driver	na	97-221,511-550	93-120,169-187,432-471,482-494,516-548,873-885,1620-1632		RNase_H (x1),Gag_p12 (x1),zf-H3C2 (x1),rve (x1),MLVIN_C (x1),Gag_MA (x1),Gag_p30 (x1),zf-CCHC (x1),RVP (x1),RVT_1 (x1),RT_RNaseH_2 (x1)
A1Z6E0	Drosophila melanogaster	cdcode,drllps	client	sponge_body				SPRY (x1),SOCS_box (x1)
A1Z7A8	Drosophila melanogaster	cdcode,drllps,phasepdb	client	cajal_body	87-135,149-276,342-361	93-102,192-204,490-504		Coilin_N (x1)
A1Z802	Drosophila melanogaster	drllps	regulator	histone_locus_body	1-22,71-92	149-157		LSM (x1)
A1Z813	Drosophila melanogaster	cdcode,phasepdb,phasepro	driver,client	cytoplasmic_protein_granule,sec_body	1-172,187-206,253-413	19-75,93-110,118-137,150-159,173-188,198-212,231-248,290-320,325-371,379-414,978-989,1048-1061	1-415_phasepro	Gelsolin (x1),zf-Sec23_Sec24 (x1),Sec23_trunk (x1),Sec23_BS (x1),Sec23_helical (x1)
A1Z8C4	Drosophila melanogaster	cdcode,drllps	client	histone_locus_body	109-141			LSM (x1)
A1Z8P9	Drosophila melanogaster	cdcode,drllps	client	centrosome,spindle_apparatus	622-649,1621-1677,1695-1768,1821-2346	43-70,120-154,270-283,296-362,418-427,430-464,568-588,649-676,764-779,807-817,832-852,933-960,986-1013,1032-1052,1116-1136,1319-1339,1428-1459,1497-1534,1584-1622,1702-1729,1752-1761,1768-1778,1784-1796,1806-1820,1827-1843,1847-1878,1952-1974,1994-2017,2082-2093,2160-2180,2247-2259,2326-2346		TPR_MLP1_2 (x1)
A1Z9P1	Drosophila melanogaster	cdcode	client	germ_granule				
A1Z9W4	Drosophila melanogaster	phasepdb	driver	na				
A1ZAW0	Drosophila melanogaster	drllps	regulator	others,pcg_body		295-302,347-351,864-875,1565-1580		Ribonuclease_3 (x2),dsrm (x1),DEAD (x1),Helicase_C (x1),PAZ (x1)
A1ZBW4	Drosophila melanogaster	llpsdb	driver	na	1-69,133-195,220-245	11-21,26-80,94-151,178-234,257-269		KH_1 (x1)
A2A288	Homo sapiens	cdcode,phasepdb	client	p_body	48-75,234-258,296-339,378-457	307-323,355-365,400-413,429-445		UBA_6 (x1),RNase_Zc3h12a (x1)
A2A2Z9	Homo sapiens	phasepdb	client	nucleolus	263-330,533-554	279-292,393-441,513-533,552-575,595-623,751-762,790-817		Ank_2 (x2),CCDC144C (x1),DUF3496 (x1)
A2A3K4	Homo sapiens	phasepdb	client	p_body	487-554			
A2A484	Mus musculus	phasepdb	driver	nuclear_speckle				
A2A513	Mus musculus	cdcode	client	mast_cell_extracellular_granules_(mcegs)				
A2A699	Mus musculus	cdcode,drllps,phasepdb	client	postsynaptic_density	378-403,416-459,554-607,669-822	6-38,312-345,399-433,549-561,587-604,691-722,764-786		UPF0560 (x1)
A2A6H0	Mus musculus	cdcode	client	mast_cell_extracellular_granules_(mcegs)				
A2A6U5	Mus musculus	cdcode	client	mast_cell_extracellular_granules_(mcegs)				
A2A7S8	Mus musculus	cdcode,drllps	client	postsynaptic_density	20-195,330-1013	152-158,216-229,308-325,336-361,392-407,435-442,475-493,498-531,564-577,600-633,667-682,686-716,753-776,859-873,931-963		
A2A8L5	Mus musculus	cdcode,drllps	client	postsynaptic_density	693-712	326-338,913-926,1146-1155,1158-1173,1250-1277		I-set (x3),Y_phosphatase (x2),fn3 (x7)
A2AAE1	Mus musculus	phasepdb	client	postsynaptic_density				
A2AG50	Mus musculus	cdcode,drllps	client	postsynaptic_density	1-37,50-87,120-567,597-628	4-32,35-54,75-95,132-159,187-210,279-291,369-386,450-574		MAP7 (x1)
A2AGH6	Mus musculus	phasepdb	driver	transcriptional_condensate				
A2AGL3	Mus musculus	cdcode,drllps	client	postsynaptic_density	3329-3348,3576-3604,4095-4126,4326-4347	90-99,517-527,695-706,1757-1788,1911-1918,1932-1957,2200-2217,2747-2760,2877-2887,3169-3184,3327-3338,3532-3540,3585-3606,3753-3764,3855-3875,4096-4134,4176-4200,4339-4352,4427-4436,4662-4682,4694-4706,4739-4767		SPRY (x3),Ins145_P3_rec (x1),RYDR_ITPR (x2),MIR (x1),RyR (x4),RIH_assoc (x1),RR_TM4-6 (x1),Ion_trans (x1)
A2AGT5	Mus musculus	cdcode,drllps	client	postsynaptic_density	501-579,811-848,1078-1156,1420-1459,1801-1822,1893-1926,1948-2032	234-261,537-551,833-845,1075-1095,1685-1698,1759-1771,1909-1921,2002-2015		CLASP_N (x3)
A2AHC3	Mus musculus	cdcode,drllps	client	postsynaptic_density	351-399,424-470,603-649,765-804,821-866,1064-1143,1225-1251,1288-1428	732-747,792-807,826-837,878-901,1272-1320,1341-1353,1373-1390,1429-1439		CAMSAP_CKK (x1),CAMSAP_CH (x1),CAMSAP_CC1 (x1)
A2AHG0	Mus musculus	cdcode,drllps	client	postsynaptic_density	1-20,40-121,133-188,202-344,662-700	86-107,145-159,240-250,253-265,285-297,301-333,337-346,348-368,377-397,402-454,574-585,587-596,605-623,658-671		
A2AJA9	Mus musculus	cdcode,drllps	client	postsynaptic_density	23-137,201-233,306-326,539-576,618-661	61-92,173-182,271-284,307-326,617-636,815-843,880-894		
A2AJI0	Mus musculus	cdcode,drllps	client	postsynaptic_density	1-153,186-210,318-816	25-47,110-123,155-223,323-343,416-430,460-471,480-497,533-558,568-592,602-720		MAP7 (x1)
A2AL36	Mus musculus	cdcode,drllps	client	centrosome,centrosome/spindle_pole_body	1-70,542-562,751-771,1153-1198,1213-1245,1338-1360,2291-2334	21-38,272-292,307-327,440-481,506-533,579-599,633-698,760-796,903-930,938-965,975-995,1014-1043,1079-1099,1153-1161,1268-1301,1321-1341,1359-1393,1431-1458,1480-1514,1536-1563,1571-1598,1609-1616,1666-1693,1729-1777,1785-1805,1827-1889,1897-1909,1918-1968,1971-1998,2009-2036,2080-2107,2122-2149,2193-2208,2289-2307		
A2AM05	Mus musculus	cdcode,drllps	client	centrosome,centrosome/spindle_pole_body	1-43,56-76,422-449,485-521	4-24,58-86,102-122,240-267,282-302,346-358,434-446,517-551,559-579,680-714,750-770,815-829,981-1009,1028-1050,1085-1112,1155-1175,1206-1217,1327-1348		
A2APV2	Mus musculus	cdcode,drllps	client	postsynaptic_density	520-600	264-276,388-426,458-478,518-540,549-603,803-827,843-856,961-978		Drf_GBD (x2),Drf_FH3 (x1),FH2 (x1)
A2ARS0	Mus musculus	cdcode,drllps	client	postsynaptic_density	181-213,226-245,320-377	180-186,193-247,331-341		Ank_2 (x1)
A2ATK8	Mus musculus	phasepdb	client	postsynaptic_density				
A2AUM9	Mus musculus	cdcode,phasepdb	driver,client	synthetic_condensate_000276,tau_condensate	1-127,571-593,1416-1479,1543-1562,1574-1614,1677-1736	15-29,106-124,235-255,293-307,312-332,378-412,437-447,457-477,582-593,608-638,734-774,780-793,831-864,954-974,991-1007,1208-1238,1254-1274		
