unified_mlo,source_db,source_name,definition
t_cell_signalosome,cdcode,T-cell signalosome,"T-cell signalling is a dynamic process involving a large number of membrane and cytosolic proteins, involved in signal transduction."
t_cell_signalosome,phasepro,LAT signalosome,
t_cell_signalosome,phasepro,TCR signalosome,"A multi-protein complex containing at least the T-cell receptor complex and the LAT (linker for activation of T cells) scaffold protein. Also contains a variety of signaling proteins including co-receptors, kinases, phosphatases and adaptors such as CD8. Connects events on the plasma membrane to distal signaling cascades to ultimately modulate T cell biology."
tam_body,cdcode,Tam body,"RNase mitochondrial RNA processing (MRP) is an endoribonuclease that degrades particular mRNAs important in cell cycle regulation. In Saccharomyces cerevisiae RMP is named Tam body, which is a specialized processing body that is temporally and asymmetrically regulated during the cell cycle, they are involved in the degradation of cell cycle regulated and daughter cell localized transcripts."
tam_body,drllps,TAM body,"Specialized structures in S.cerevisiae referred to as TAM bodies (temporal asymmetric MRP bodies) are observed exclusively during mitosis. These structures contain Xrn1p but also RNase mitochondrial RNA processing (MRP), which is an essential and highly conserved RNP complex found in eukaryotes. RNase MRP is involved in ribosome biogenesis by processing ribosomal RNA transcripts to produce primers for mitochondrial DNA replication and it cleaves S.cerevisiae B-type cyclin (CLB2) mRNA. Colocalization of Xrn1p with RNase MRP to GW/P body-like structures suggests these ribonucleases regulate mitosis by degrading mRNAs encoding cell cycle regulators."
tau_condensate,cdcode,Tau Condensate,"Inclusion bodies are insoluble aggregates of misfolded proteins inside the cell. A common pathogenic event in a range of neurodegenerative illnesses is aggregated proteins from the cytoplasm of nerve cells and glia. Alzheimer's disease, liquid Tau droplets insoluble Tau aggregates over time."
tau_condensate,cdcode,Tau inclusion,"Inclusion bodies are insoluble aggregates of misfolded proteins inside the cell. A common pathogenic event in a range of neurodegenerative illnesses is aggregated proteins from the cytoplasm of nerve cells and glia. Alzheimer's disease, liquid Tau droplets insoluble Tau aggregates over time."
tau_condensate,phasepdb,Tau condensate,"Tau, a microtubule-associated neuronal IDP, is involved in microtubule stabilization, regulates axonal outgrowth and transport in neurons. Tau can accomplish some of its cellular activities via LLPS. However, liquid-to-solid transition resulting in the abnormal aggregation of tau is associated with neurodegenerative diseases. Tau condensates play a role for neurodegenerative diseases by transitioning into aggregated forms of tau. Tau condensates are involved in microtubule binding, nucleation, and bundling. Tau condensates are interacting with RNA molecules, which could impact RNA homeostasis and transcription."
tis_granule,cdcode,TIS granule,"The TIS granule is a filamentous condensate that shares a large surface area with the rough endoplasmic reticulum and is involved in membrane protein trafficking. Large unstructured areas in mRNAs which exist in Tis granules have a high proclivity for forming a ubiquitous intermolecular interaction network, which act as the condensate skeleton. Because the underlying RNA network precludes full fusing of spherical liquid-like condensates, Tis granule is an irregularly shaped membrane-less organelles. The large surface area created by the condensate surface and the interface with other organelles could enhance interactions."
tis_granule,phasepro,TIS granule,
transcriptional_condensate,cdcode,BRD4 condensate,The BRD4 condensate is a type of biomolecular transcriptional condensate formed by the coactivator BRD4. Its formation is facilitated by the YTHDC1/m6A-eRNA (enhancer RNA).
transcriptional_condensate,cdcode,cBAF condensate,"The condensates formed by the cBAF (canonical BAF) complex, which are influenced by intrinsically disordered regions (IDRs) of ARID1A/B. These condensates are playing a role in chromatin targeting and remodeling and gene regulation."
transcriptional_condensate,cdcode,CEBPZ condensates,CEBPZ protein undergoes liquid-liquid phase separation. Affecting its phase separation seems to alleviate signs of liver fibrosis.
transcriptional_condensate,cdcode,c‐Maf condensates,"The c-Maf condensate is a biomolecular condensate formed as a result of phase separation of the transcription factor c-Maf. Alanine‐rich intrinsically disordered regions (IDRs) in c‐Maf drive hydrophobic interactions, enabling phase separation. c‐Maf recruits RNA Polymerase II via phase separation to establish transcriptional condensates that upregulate Mtbp transcription."
transcriptional_condensate,cdcode,eukaryotic topoisomerase ii,eukaryotic topoisomerase ii is a condensate formed by eukaryotic Type IIA topoisomerases (topo IIs) (enzymes that modulate chromosome supercoiling) at physiological enzyme concentrations
transcriptional_condensate,cdcode,EWS-FLI1,"Biomolecular condensates of the EWS-FLI1 fusion oncoprotein (part of the FUS/EWS/TAF15 (FET) family), is one of the most frequently involved fusion genes in Ewing sarcoma. These condensates are associated with pathogenecity in Ewing sarcoma."
transcriptional_condensate,cdcode,EWSR1 condensates,"The EWSR1 condensate is a biomolecular condensate that forms as a result of phase separation of EWS RNA-binding protein 1 (EWSR1), driven by its intrinsically disordered N‚Äêterminal and C‚Äêterminal domains, particularly C-terminal RNA recognition motifs. These condensates act as regulatory hubs by sequestering interacting factors (e.g., the m‚Å∂A reader YTHDF2), thereby altering RNA processing and stability."
transcriptional_condensate,cdcode,IFN-I transcriptional condensate,IRF3/IRF7 condensate stimulating IFN-I transcription.
transcriptional_condensate,cdcode,KAT8-IRF1 condensate,"after cell exposure to IFNγ, KAT8 first binds to amino acids 21–42 in the N-terminal DNA-binding domain (DBD) of induced IRF1, and the IDRs of the two proteins promote KAT8–IRF1 condensate formation"
transcriptional_condensate,cdcode,MEF2D Condensate,Dynamic nuclear condensates involved in transcriptional regulation during myogenesis.
transcriptional_condensate,cdcode,METTL14 condensate,"The METTL14 condensate is formed through liquid-liquid phase separation (LLPS) of the methyltransferase-like 14 (METTL14) protein, mediated by phosphorylation. The condensate is thought to participate in the process of N6-methyladenosine (m6A) modification of mRNA. The condensate is studied in the context of Mycobacterium tuberculosis infection, during which, the condensate could be targeted to prevent condensate formation and preventing the modification of mRNA."
transcriptional_condensate,cdcode,Nur77 condensate,The Nur77 condensate is  formed through the liquid-liquid phase separation of the nuclear receptor Nur77 on ubiquitinated mitochondria.
transcriptional_condensate,cdcode,RNA polymerase clusters,"Through interactions with activators, RNA polymerase (Pol) II's C-terminal disordered region (CTD) produces clusters or hubs at active genes. CTD droplets are dispersed by CTD phosphorylation and are capable of incorporating intact Pol II."
transcriptional_condensate,cdcode,SGF29 condensate,"SGF29 forms liquid-like nuclear condensates during senescence that localize at senescence-associated gene loci, recruiting transcriptional machinery. These condensates interact with chromatin and nascent RNA, regulating senescence-linked transcriptional programs and reinforcing cellular aging through activation of senescence genes."
transcriptional_condensate,cdcode,TFAP2β condensates,The TFAP2β condensate is formed through phase separation of transcription factor AP-2 beta (TFAP2β). TFAP2β undergoes condensation in the nucleus to bind the zinc finger protein 131 (ZNF131) promoter.
transcriptional_condensate,cdcode,Transcription condensate,Transcription bodies of zebrafish embryo are enriched for initiating and elongating forms of RNA polymerase II as well as pioneer transcription factors such as Nanog and Sox19B. They are formed at the mir430 genomic locus and are enriched for miR430 micro RNA.
transcriptional_condensate,cdcode,Transcription Elongation Condensate,"Transcription Elongation Condensate form at active gene loci during pause release and elongation. They re enriched with active Pol II (Ser5P, Ser2P) and co-localize with nascent RNA and DNA, especially at paused genes. These condensates are important for regulating transcriptional pause release and elongation."
transcriptional_condensate,cdcode,Transcriptional condensate,"Transcriptional condensates are bimolecular condensates which form by phase separation of transcription factors, mediator cofactors and numerous nucleic-acid binding proteins at enhancer sites of gene loci, promoting bimolecular interactions which are necessary for gene expression."
transcriptional_condensate,cdcode,Transcriptional condensates,RNA Polymerase transition from a dispersed to clusters  as E.coli cells enter log phase in nutrient-rich media. These transcription condensates concentrate RNAP and transcription factors (such as NusA).
transcriptional_condensate,phasepdb,Elongation complex,"Release of paused RNA polymerase II (Pol II) requires incorporation of the positive transcription elongation factor b (P-TEFb) into the super elongation complex (SEC), thus resulting in rapid yet synchronous transcriptional activation. However, the mechanism underlying dynamic transition of P-TEFb from inactive to active state remains unclear. Here, we found that the SEC components are able to compartmentalize and concentrate P-TEFb via liquid-liquid phase separation from the soluble inactive HEXIM1 containing the P-TEFb complex. Specifically, ENL or its intrinsically disordered region is sufficient to initiate the liquid droplet formation of SEC. AFF4 functions together with ENL in fluidizing SEC droplets. SEC droplets are fast and dynamically formed upon serum exposure and required for rapid transcriptional induction."
transcriptional_condensate,phasepdb,Transcriptional condensate,"The transcription factors (TFs) regulating cell identity contain prion-like domains (PrLDs) that enable liquid-liquid demixing and the formation of phase-separated condensates. The assembly of the transcription machinery at genomic sites occurs through liquid-liquid phase separation, leading to the formation of transcriptional condensates. Repeat expansions in intrinsically disordered regions (IDRs) of transcription factors (TFs) alter the phase separation capacity of those TFs, and their capacity to form transcriptional condensates with components of the transcription machinery."
transcriptional_condensate,phasepro,POLII clusters,
transcriptional_condensate,phasepro,"RNA polymerase II, holoenzyme","A nuclear DNA-directed RNA polymerase complex containing an RNA polymerase II core enzyme as well as additional proteins and transcription factor complexes, that are capable of promoter recognition and transcription initiation from an RNA polymerase II promoter in vivo. These additional components may include general transcription factor complexes TFIIA, TFIID, TFIIE, TFIIF, or TFIIH, as well as Mediator, SWI/SNF, GCN5, or SRBs and confer the ability to recognize promoters."
u_body,cdcode,U-body,U-bodies are specific cytoplasmic RNA granules which are sites for for snRNP assembly aided by U-snRNPs and SMN.
u_body,drllps,U body,"U body is uridine-rich small nuclear ribonucleoproteins (U snRNPs). Drosophila SMN complex proteins Gemin2, Gemin3, and Gemin5 are components of U bodies. And U bodies have recently been described in human cells as discrete 200-400 nm nonmembranous cytoplasmic microdomains containing uridine-rich small nuclear ribonucleoproteins U1, U2, U4/U6 and U5 (U snRNPs). U bodies may be involved in snRNP and mRNA assembly and/or transport. U snRNPs are assembled in the cytoplasm into U bodies, which also contain essential snRNP (splicesome) assembly factors, suggesting that U bodies are sites for assembly or storage of snRNPs before being imported into the nucleus."
ubqln_puncta,cdcode,Ubqln puncta,"Ubiquilins (UBQLNs) are multifunctional proteins that interact with a variety of components of the cell's protein quality control (PQC) machinery. UBQLN mutations are most frequently connected to amyotrophic lateral sclerosis (ALS), frontotemporal dementia (FTD), and other neurodegenerative diseases. Studies have shown that UBQLN proteins undergo phase separation and form condensates and pathogenic aggregates."
ubqln_puncta,phasepdb,UBQLN puncta,"All brain-expressed ubiquilins exhibit self-association behavior manifesting as condensates, they follow distinct courses of phase-separation and aggregation. The brain-expressed ubiquilins, UBQLNs 1, 2 and 4, are highly homologous proteins that participate in multiple aspects of protein homeostasis and are implicated in neurodegenerative diseases. UBQLN2 is intrinsically prone to self-assemble into higher-order complexes, including liquid-like droplets and amyloid aggregates. UBQLN2 self-assembly and solubility are reciprocally modulated by the protein's ubiquitin-like and ubiquitin-associated domains. Moreover, a pathogenic UBQLN2 missense mutation impairs droplet dynamics and favors amyloid-like aggregation associated with neurotoxicity."
viral_factory,cdcode,Cytoplasmic viral factory,Inclusions which form from concentrating of the replication machinary of RNA viruses. These inclusions favor enzymatic activities and protect the viral from getting recognized by the cellular receptors.
viral_factory,cdcode,cytoplasmic Virion Assembly Compartments (cVACs),Herpesvirus forms cytoplasmic Virion Assembly Compartments (cVACs) in the cytoplasm of the infected cell. These compartments exhibit liquid-like properties.
viral_factory,cdcode,HIV core condensate,"HIV-1 NC, CA, RT, and IN, but not PR, phase separated in vitro and in live cells as HIV-1 biomlecular condensates (BMCs) in live cells."
viral_factory,cdcode,LANA body,"LANA bodies are dynamic infectious condensates, located in the nucleus of the host cell, containing viral genome and the KSHV protein LANA, which form via phase separation."
viral_factory,cdcode,RdRp condensates,GII.4 HuNoV RdRp protein forms condensates in the infected cells for sites for viral replication.
viral_factory,cdcode,Viral factory,Inclusions which form from concentrating of the replication machinary of RNA viruses. These inclusions favor enzymatic activities and protect the viral from getting recognized by the cellular receptors.
viral_factory,phasepro,cytoplasmic viral factory,A viral factory located in the cytoplasm of a host cell.
viroplasm,cdcode,GCRV viroplasm,"The GCRV viroplasm is a  condensate that organizes viral replication and assembly by concentrating viral proteins and genetic material. It also plays a role in immune evasion by sequestering host antiviral factors, thereby suppressing the host immune response"
viroplasm,phasepdb,Viroplasm,"Viroplasms are cytoplasmic, membraneless structures assembled in rotavirus (RV)-infected cells, which are intricately involved in viral replication. Two virus-encoded, non-structural proteins, NSP2 and NSP5, are the main drivers of viroplasm formation. The structures (as far as is known) and functions of these proteins are described. Recent studies using plasmid-only-based reverse genetics have significantly contributed to elucidation of the crucial roles of these proteins in RV replication. Thus, it has been recognized that viroplasms resemble liquid-like protein-RNA condensates that may be formed via liquid-liquid phase separation (LLPS) of NSP2 and NSP5 at the early stages of infection. Interactions between the RNA chaperone NSP2 and the multivalent, intrinsically disordered protein NSP5 result in their condensation (protein droplet formation), which plays a central role in viroplasm assembly. These droplets may provide a unique molecular environment for the establishment of inter-molecular contacts between the RV (+)ssRNA transcripts, followed by their assortment and equimolar packaging."
viroplasm,phasepro,viroplasm,
viroplasm,phasepro,viroplasm viral factory,"A cytoplasmic viral factory that is electron dense due to high levels of viral RNA. Produced by nucleo-cytoplasmic large DNA viruses (NCLDV) like Poxviridae, Asfarviridae and Iridoviridae, and dsRNA viruses like Reoviridae."
wnk_body,cdcode,WNK body,"WNK bodies are large distinct foci which form in the distal convoluted tubule (DCT) as the result of potassium imbalance. WNK body formation is dependent on kidney-specific WNK1 (KS-WNK1), a truncated kinase-defective WNK1 isoform that is strongly expressed in the DCT."
wnt_signaling_condensate,cdcode,Beta-Catenin Destruction Complex,"Destruction complex (DC), are condensates comprising scaffold proteins and kinases that regulate β-catenin stability. The centrosome nucleates DC. Enriching GSK3β partitioning on the centrosome controls β-catenin processing and prevents Wnt-driven embryonic stem cell differentiation to mesoderm."
wnt_signaling_condensate,cdcode,Dishevelled condensate,"Dishevelled 2 (Dvl2) is hown to undergo liquid-liquid phase separation (LLPS), mediated by its intrinsically disordered region. Dvl2 condensates are important for controlling the assembly of the Wnt receptor signalosome and disruption of the β-catenin destruction complex."
wnt_signaling_condensate,cdcode,DVL2 condensates,"Ubiquitination of Dvl2 through K63 by WWP2 leads to condensate formation, which activate Wnt signaling"
wnt_signaling_condensate,cdcode,LEF1/Beta-catenin condensate,LEF1/β-catenin IDR- dependent condensates enhance Wnt signalling and activation of target gene transcription.
yb_body,cdcode,Yb-body,"Yb-bodies are perinuclear foci in Drosophila ovarian somatic cells, which  are thought to be the site of PIWI interacting RNA (piRNA) synthesis (OSCs). Yb bodies are multivalent condensates that are formed by Yb-Yb homotypic interaction and   interaction with flamenco RNA transcripts, which are the source of transposon-repressing piRNAs."
yb_body,phasepdb,Yb body,"Female sterile Yb is a primary component of Yb bodies, perinuclear foci considered to be the site of PIWI-interacting RNA (piRNA) biogenesis in Drosophila ovarian somatic cells."
yb_body,phasepro,Yb body,A cytoplasmic part that appears as an electron-dense sphere of around 1.5 micron diameter containing Yb protein found in somatic cells of ovary and testis. There are one to two Yb bodies per cell.
z_granule,cdcode,Z-granule,"Early germline blastomeres of C elegans contain ZNFX-1, ZSP1, and WAGO-4, which localize to germ granules (P granules). These proteins detach from P granules later in germline development, forming a distinct liquid-like condensate called the Z-granule. Z-granules assemble into organized tri-condensate assemblages with P-granules and Mutator foci in adult germ cells, termed PZM granules."
z_granule,phasepdb,Z granule,"Z granule formation occurs at a precise time point in germline development. After detaching from nuclei in oocytes as distinct condensates, Z granule constituents mix together with components of the P granule in the one-celled embryo posterior in large primordial granules that also contain PGL-1. Z granule proteins remain mixed with P granule proteins in these large condensates, until the birth of the P4 blastomere, at which point Z granule proteins demix from P granule proteins to create the Z granule compartment. The Z granule remains distinct from, yet directly adjacent to, P granules for the remainder of embryonic and larval development."
zo_protein_compartment,cdcode,Junctional condensate,"Tight junctions are cell-adhesion complexes between neighbouring cells. The membrane-associated scaffolding proteins ZO1 and ZO2 are required for tight junction supra-molecular construction and placement as continuous networks of adhesion strands. Recent research have shown that ZO proteins self-organize membrane-attached compartments by phase separation and identified the multivalent interactions of the conserved PDZ-SH3-GuK supra-domain as the mechanism underlying ZO phase separation.
The polarity protein PATJ protein is recruited to ZO-1 condensates and supports transition of ZO-1 into a condensed surface layer that elongates around the apical interface."
zo_protein_compartment,phasepdb,ZO protein compartment,"Tight junction associated membrane proteins regulate tight junction assembly in conjunction with zonula occludens protein phase separation, membrane lipids, mechanical force, and polarity signaling proteins. Non-junctional ZO-1 clusters form by phase separation, and direct actin binding of ZO-1 is required for stable incorporation of retrogradely flowing ZO-1 clusters into TJs. ZO proteins self-organize membrane-attached compartments via phase separation. Formation of condensed ZO protein compartments is sufficient to specifically enrich and localize tight-junction proteins, including adhesion receptors, cytoskeletal adapters, and transcription factors."
